invoice_id,payment_id,classification,reason
INV-0001670,PAY-00001565|PAY-00001564,duplicate_payment,multiple payments for one invoice
INV-0001679,PAY-00001574,overpaid,paid 844.06 / due 749.12
INV-0001683,PAY-00001578,matched_partial,paid 25.75 / due 85.76
INV-0001688,PAY-00001583,matched_partial,paid 691.75 / due 1771.88
INV-0001690,PAY-00001585|PAY-00001586,duplicate_payment,multiple payments for one invoice
INV-0001691,PAY-00001588|PAY-00001587,duplicate_payment,multiple payments for one invoice
INV-0001693,PAY-00001591|PAY-00001590,duplicate_payment,multiple payments for one invoice
INV-0001696,,missing_payment,no payment found
INV-0001699,,missing_payment,no payment found
INV-0001700,,missing_payment,no payment found
INV-0001702,PAY-00001597,matched_partial,paid 2937.00 / due 4462.26
INV-0001720,PAY-00001616|PAY-00001615,duplicate_payment,multiple payments for one invoice
INV-0001721,PAY-00001618|PAY-00001617,duplicate_payment,multiple payments for one invoice
INV-0001727,,missing_payment,no payment found
INV-0001730,,missing_payment,no payment found
INV-0001735,PAY-00001630,matched_partial,paid 1097.47 / due 1231.23
INV-0001738,,missing_payment,no payment found
INV-0001744,,missing_payment,no payment found
INV-0001750,PAY-00001644|PAY-00001643,duplicate_payment,multiple payments for one invoice
INV-0001754,PAY-00001648,overpaid,paid 1584.50 / due 1172.57
INV-0001765,PAY-00001660|PAY-00001659,duplicate_payment,multiple payments for one invoice
INV-0001767,PAY-00001662,matched_partial,paid 1512.39 / due 4849.55
INV-0001768,PAY-00001663|PAY-00001664,duplicate_payment,multiple payments for one invoice
INV-0001774,,missing_payment,no payment found
INV-0001775,,missing_payment,no payment found
INV-0001776,,missing_payment,no payment found
INV-0001777,,missing_payment,no payment found
INV-0001778,PAY-00001670|PAY-00001671,duplicate_payment,multiple payments for one invoice
INV-0001788,PAY-00001681,overpaid,paid 2963.73 / due 2478.40
INV-0001789,,missing_payment,no payment found
INV-0001792,,missing_payment,no payment found
INV-0001793,PAY-00001684,overpaid,paid 2954.20 / due 2484.84
INV-0001794,PAY-00001685,matched_partial,paid 430.87 / due 640.81
INV-0001797,,missing_payment,no payment found
INV-0001812,PAY-00001702,matched_partial,paid 1996.30 / due 3526.21
INV-0001813,PAY-00001703,overpaid,paid 6018.78 / due 4584.35
INV-0001815,,missing_payment,no payment found
INV-0001823,PAY-00001713|PAY-00001712,duplicate_payment,multiple payments for one invoice
INV-0001824,,missing_payment,no payment found
INV-0001825,PAY-00001715,matched_partial,paid 1397.69 / due 4510.82
INV-0001827,,missing_payment,no payment found
INV-0001828,,missing_payment,no payment found
INV-0001830,,missing_payment,no payment found
INV-0001832,PAY-00001721|PAY-00001720,duplicate_payment,multiple payments for one invoice
INV-0001834,,missing_payment,no payment found
INV-0001836,,missing_payment,no payment found
INV-0001842,PAY-00001731,matched_partial,paid 59.90 / due 113.29
INV-0001854,PAY-00001743,matched_partial,paid 2678.22 / due 3702.10
INV-0001857,,missing_payment,no payment found
INV-0001859,PAY-00001747,matched_partial,paid 1018.69 / due 2548.73
INV-0001861,PAY-00001750|PAY-00001749,duplicate_payment,multiple payments for one invoice
INV-0001862,PAY-00001751,overpaid,paid 2989.98 / due 2325.30
INV-0001868,,missing_payment,no payment found
INV-0001872,PAY-00001760,matched_partial,paid 3417.15 / due 3837.71
INV-0001877,,missing_payment,no payment found
INV-0001879,PAY-00001766,matched_partial,paid 2206.90 / due 2598.06
INV-0001881,,missing_payment,no payment found
INV-0001882,,missing_payment,no payment found
INV-0001886,,missing_payment,no payment found
INV-0001888,,missing_payment,no payment found
INV-0001890,PAY-00001775|PAY-00001774,duplicate_payment,multiple payments for one invoice
INV-0001891,PAY-00001776|PAY-00001777,duplicate_payment,multiple payments for one invoice
INV-0001898,,missing_payment,no payment found
INV-0001910,,missing_payment,no payment found
INV-0001915,,missing_payment,no payment found
INV-0001924,PAY-00001808|PAY-00001809,duplicate_payment,multiple payments for one invoice
INV-0001928,,missing_payment,no payment found
INV-0001938,PAY-00001822,matched_partial,paid 635.48 / due 2900.26
INV-0001940,PAY-00001824|PAY-00001825,duplicate_payment,multiple payments for one invoice
INV-0001944,,missing_payment,no payment found
INV-0001947,PAY-00001831,matched_partial,paid 222.59 / due 296.43
INV-0001948,,missing_payment,no payment found
INV-0001953,,missing_payment,no payment found
INV-0001957,,missing_payment,no payment found
INV-0001958,PAY-00001841|PAY-00001840,duplicate_payment,multiple payments for one invoice
INV-0001962,,missing_payment,no payment found
INV-0001966,,missing_payment,no payment found
INV-0001968,PAY-00001850,overpaid,paid 612.38 / due 493.76
INV-0001972,PAY-00001854|PAY-00001855,duplicate_payment,multiple payments for one invoice
INV-0001973,,missing_payment,no payment found
INV-0001975,PAY-00001857,matched_partial,paid 490.45 / due 985.15
INV-0001976,,missing_payment,no payment found
INV-0001979,,missing_payment,no payment found
INV-0001981,PAY-00001862,matched_partial,paid 3343.30 / due 4183.02
INV-0001983,PAY-00001864,matched_partial,paid 3741.87 / due 4990.12
INV-0001985,,missing_payment,no payment found
INV-0001986,PAY-00001866|PAY-00001867,duplicate_payment,multiple payments for one invoice
INV-0001994,,missing_payment,no payment found
INV-0001997,PAY-00001877,matched_partial,paid 1308.48 / due 1460.43
INV-0001998,PAY-00001878,overpaid,paid 1977.18 / due 1527.81
INV-0002002,,missing_payment,no payment found
INV-0002004,PAY-00001883,matched_partial,paid 1215.93 / due 2591.04
INV-0002007,PAY-00001886|PAY-00001887,duplicate_payment,multiple payments for one invoice
INV-0002010,,missing_payment,no payment found
INV-0002012,PAY-00001892|PAY-00001891,duplicate_payment,multiple payments for one invoice
INV-0002013,,missing_payment,no payment found
INV-0002022,PAY-00001901,overpaid,paid 2157.80 / due 1548.86
INV-0002023,,missing_payment,no payment found
INV-0002030,PAY-00001908,matched_partial,paid 33.94 / due 147.16
INV-0002033,PAY-00001911|PAY-00001912,duplicate_payment,multiple payments for one invoice
INV-0002037,PAY-00001916,matched_partial,paid 950.73 / due 2903.20
INV-0002043,PAY-00001922,overpaid,paid 5863.29 / due 4612.59
INV-0002044,PAY-00001923,overpaid,paid 6009.39 / due 4421.71
INV-0002046,PAY-00001925,matched_partial,paid 1068.41 / due 4008.79
INV-0002049,PAY-00001928|PAY-00001929,duplicate_payment,multiple payments for one invoice
INV-0002051,PAY-00001932|PAY-00001931,duplicate_payment,multiple payments for one invoice
INV-0002053,PAY-00001934,overpaid,paid 1938.17 / due 1721.79
INV-0002056,PAY-00001937,matched_partial,paid 3301.82 / due 4486.77
INV-0002062,PAY-00001944|PAY-00001943,duplicate_payment,multiple payments for one invoice
INV-0002064,,missing_payment,no payment found
INV-0002068,PAY-00001949,overpaid,paid 962.52 / due 800.48
INV-0002071,PAY-00001952,matched_partial,paid 1682.32 / due 2240.76
INV-0002072,,missing_payment,no payment found
INV-0002073,PAY-00001955|PAY-00001954,duplicate_payment,multiple payments for one invoice
INV-0002076,PAY-00001959|PAY-00001958,duplicate_payment,multiple payments for one invoice
INV-0002077,,missing_payment,no payment found
INV-0002078,PAY-00001961|PAY-00001962,duplicate_payment,multiple payments for one invoice
INV-0002079,PAY-00001964|PAY-00001963,duplicate_payment,multiple payments for one invoice
INV-0002081,PAY-00001966,overpaid,paid 1949.46 / due 1705.74
INV-0002082,,missing_payment,no payment found
INV-0002084,PAY-00001968,overpaid,paid 218.16 / due 188.06
INV-0002091,,missing_payment,no payment found
INV-0002103,,missing_payment,no payment found
INV-0002108,PAY-00001990,matched_partial,paid 715.65 / due 808.86
INV-0002110,PAY-00001992,matched_partial,paid 315.04 / due 753.59
INV-0002113,PAY-00001995,matched_partial,paid 1613.13 / due 2760.31
INV-0002115,PAY-00001997,overpaid,paid 5013.40 / due 4506.42
INV-0002118,,missing_payment,no payment found
INV-0002122,PAY-00002003,overpaid,paid 3362.52 / due 3169.04
INV-0002124,PAY-00002006|PAY-00002005,duplicate_payment,multiple payments for one invoice
INV-0002125,,missing_payment,no payment found
INV-0002126,,missing_payment,no payment found
INV-0002129,PAY-00002010,overpaid,paid 2435.59 / due 2248.94
INV-0002130,,missing_payment,no payment found
INV-0002131,PAY-00002011,matched_partial,paid 1011.47 / due 1732.78
INV-0002139,PAY-00002019,matched_partial,paid 1011.65 / due 1908.79
INV-0002143,,missing_payment,no payment found
INV-0002144,,missing_payment,no payment found
INV-0002145,PAY-00002025|PAY-00002024,duplicate_payment,multiple payments for one invoice
INV-0002150,PAY-00002030,overpaid,paid 6358.03 / due 4808.69
INV-0002155,PAY-00002036|PAY-00002035,duplicate_payment,multiple payments for one invoice
INV-0002157,PAY-00002038,overpaid,paid 4728.04 / due 4160.97
INV-0002159,PAY-00002040,matched_partial,paid 2015.75 / due 3194.09
INV-0002162,,missing_payment,no payment found
INV-0002164,,missing_payment,no payment found
INV-0002165,,missing_payment,no payment found
INV-0002185,,missing_payment,no payment found
INV-0002186,PAY-00002066|PAY-00002065,duplicate_payment,multiple payments for one invoice
INV-0002187,PAY-00002067,matched_partial,paid 417.78 / due 1615.40
INV-0002190,,missing_payment,no payment found
INV-0002197,PAY-00002077|PAY-00002076,duplicate_payment,multiple payments for one invoice
INV-0002199,PAY-00002079,matched_partial,paid 119.90 / due 356.91
INV-0002209,PAY-00002089,overpaid,paid 3859.26 / due 3204.95
INV-0002212,PAY-00002093|PAY-00002092,duplicate_payment,multiple payments for one invoice
INV-0002217,,missing_payment,no payment found
INV-0002222,PAY-00002102,overpaid,paid 2103.08 / due 1676.66
INV-0002228,PAY-00002108,overpaid,paid 869.49 / due 754.89
INV-0002229,PAY-00002109,matched_partial,paid 2024.33 / due 4567.91
INV-0002230,PAY-00002111|PAY-00002110,duplicate_payment,multiple payments for one invoice
INV-0002233,PAY-00002115|PAY-00002114,duplicate_payment,multiple payments for one invoice
INV-0002238,PAY-00002120,matched_partial,paid 602.67 / due 2686.15
INV-0002239,PAY-00002122|PAY-00002121,duplicate_payment,multiple payments for one invoice
INV-0002241,PAY-00002124,matched_partial,paid 368.82 / due 1506.20
INV-0002250,,missing_payment,no payment found
INV-0002251,PAY-00002134,matched_partial,paid 515.07 / due 1564.70
INV-0002253,PAY-00002136,matched_partial,paid 333.60 / due 469.56
INV-0002255,,missing_payment,no payment found
INV-0002257,,missing_payment,no payment found
INV-0002258,,missing_payment,no payment found
INV-0002259,PAY-00002140,matched_partial,paid 1175.78 / due 3244.51
INV-0002260,PAY-00002141,matched_partial,paid 2667.34 / due 4220.89
INV-0002263,PAY-00002144,matched_partial,paid 1402.52 / due 1702.10
INV-0002264,,missing_payment,no payment found
INV-0002271,,missing_payment,no payment found
INV-0002283,,missing_payment,no payment found
INV-0002284,PAY-00002163|PAY-00002162,duplicate_payment,multiple payments for one invoice
INV-0002286,PAY-00002166|PAY-00002165,duplicate_payment,multiple payments for one invoice
INV-0002287,,missing_payment,no payment found
INV-0002289,PAY-00002168|PAY-00002169,duplicate_payment,multiple payments for one invoice
INV-0002292,PAY-00002172,matched_partial,paid 446.85 / due 693.16
INV-0002296,PAY-00002176,matched_partial,paid 558.26 / due 1048.43
INV-0002311,,missing_payment,no payment found
INV-0002314,PAY-00002193,matched_partial,paid 828.54 / due 1669.20
INV-0002317,PAY-00002196,matched_partial,paid 2217.67 / due 4200.55
INV-0002318,PAY-00002197,matched_partial,paid 951.21 / due 1506.02
INV-0002319,PAY-00002198,overpaid,paid 573.11 / due 434.05
INV-0002324,PAY-00002203,matched_partial,paid 1330.05 / due 3011.12
INV-0002327,,missing_payment,no payment found
INV-0002332,,missing_payment,no payment found
INV-0002334,,missing_payment,no payment found
INV-0002336,PAY-00002213,matched_partial,paid 267.40 / due 383.29
INV-0002338,,missing_payment,no payment found
INV-0002339,PAY-00002216,matched_partial,paid 3439.25 / due 4797.22
INV-0002341,PAY-00002218,matched_partial,paid 791.78 / due 917.89
INV-0002347,,missing_payment,no payment found
INV-0002351,,missing_payment,no payment found
INV-0002357,,missing_payment,no payment found
INV-0002369,,missing_payment,no payment found
INV-0002372,PAY-00002246,matched_partial,paid 3346.49 / due 4584.85
INV-0002374,,missing_payment,no payment found
INV-0002375,PAY-00002249,overpaid,paid 3019.52 / due 2473.28
INV-0002377,PAY-00002251,matched_partial,paid 1972.67 / due 4664.04
INV-0002386,,missing_payment,no payment found
INV-0002388,,missing_payment,no payment found
INV-0002392,,missing_payment,no payment found
INV-0002396,PAY-00002267|PAY-00002268,duplicate_payment,multiple payments for one invoice
INV-0002404,,missing_payment,no payment found
INV-0002405,PAY-00002276,matched_partial,paid 674.93 / due 3034.78
INV-0002406,PAY-00002277|PAY-00002278,duplicate_payment,multiple payments for one invoice
INV-0002412,PAY-00002284,matched_partial,paid 2530.07 / due 4757.76
INV-0002415,,missing_payment,no payment found
INV-0002418,,missing_payment,no payment found
INV-0002424,PAY-00002294,matched_partial,paid 792.35 / due 1254.61
INV-0002425,PAY-00002295,overpaid,paid 2889.52 / due 2202.72
INV-0002428,PAY-00002299|PAY-00002298,duplicate_payment,multiple payments for one invoice
INV-0002430,PAY-00002302|PAY-00002301,duplicate_payment,multiple payments for one invoice
INV-0002434,PAY-00002306,matched_partial,paid 2654.69 / due 3715.88
INV-0002443,,missing_payment,no payment found
INV-0002444,,missing_payment,no payment found
INV-0002448,,missing_payment,no payment found
INV-0002451,PAY-00002321,matched_partial,paid 2276.24 / due 2762.32
INV-0002454,PAY-00002324,matched_partial,paid 1033.88 / due 3520.49
INV-0002457,PAY-00002327,overpaid,paid 2842.39 / due 2237.32
INV-0002462,PAY-00002333|PAY-00002332,duplicate_payment,multiple payments for one invoice
INV-0002465,PAY-00002337|PAY-00002336,duplicate_payment,multiple payments for one invoice
INV-0002472,PAY-00002344,matched_partial,paid 1798.58 / due 3483.94
INV-0002474,,missing_payment,no payment found
INV-0002482,PAY-00002354,matched_partial,paid 188.36 / due 687.64
INV-0002486,PAY-00002358,overpaid,paid 2120.16 / due 1537.97
INV-0002487,PAY-00002359,overpaid,paid 2722.77 / due 2252.36
INV-0002492,PAY-00002364|PAY-00002365,duplicate_payment,multiple payments for one invoice
INV-0002493,,missing_payment,no payment found
INV-0002494,PAY-00002367|PAY-00002368,duplicate_payment,multiple payments for one invoice
INV-0002496,PAY-00002371|PAY-00002370,duplicate_payment,multiple payments for one invoice
INV-0002497,,missing_payment,no payment found
INV-0002501,PAY-00002376|PAY-00002375,duplicate_payment,multiple payments for one invoice
INV-0002503,PAY-00002378,matched_partial,paid 2087.88 / due 4550.76
INV-0002504,,missing_payment,no payment found
INV-0002511,PAY-00002385,matched_partial,paid 1560.57 / due 2993.35
INV-0002512,PAY-00002387|PAY-00002386,duplicate_payment,multiple payments for one invoice
INV-0002513,PAY-00002389|PAY-00002388,duplicate_payment,multiple payments for one invoice
INV-0002514,PAY-00002390,matched_partial,paid 2922.73 / due 3690.34
INV-0002515,PAY-00002391|PAY-00002392,duplicate_payment,multiple payments for one invoice
INV-0002532,,missing_payment,no payment found
INV-0002539,PAY-00002416,matched_partial,paid 1372.14 / due 1526.84
INV-0002543,PAY-00002420,matched_partial,paid 491.40 / due 663.02
INV-0002551,,missing_payment,no payment found
INV-0002552,PAY-00002428,matched_partial,paid 1422.64 / due 3347.71
INV-0002553,PAY-00002429,matched_partial,paid 1673.36 / due 2134.42
INV-0002555,PAY-00002431,matched_partial,paid 426.03 / due 700.52
INV-0002559,PAY-00002435,overpaid,paid 1520.78 / due 1447.01
INV-0002560,PAY-00002436,overpaid,paid 3915.33 / due 3107.19
INV-0002562,PAY-00002438,overpaid,paid 4611.53 / due 3348.34
INV-0002565,PAY-00002442|PAY-00002441,duplicate_payment,multiple payments for one invoice
INV-0002567,,missing_payment,no payment found
INV-0002568,PAY-00002444,matched_partial,paid 1217.59 / due 2066.12
INV-0002576,,missing_payment,no payment found
INV-0002583,,missing_payment,no payment found
INV-0002587,,missing_payment,no payment found
INV-0002603,PAY-00002476|PAY-00002477,duplicate_payment,multiple payments for one invoice
